QuestionId,WholeAssignment,ConstructName,SubjectName,QuestionText,CorrectAnswer,ConstructId,SubjectId,Answer,Answer_value,Misconception,MisconceptionId
1334,"Given the name of a polygon, draw or identify a corresponding diagram. Properties of Polygons. Which of the following shapes is a hexagon?","Given the name of a polygon, draw or identify a corresponding diagram",Properties of Polygons,Which of the following shapes is a hexagon?,D,2357,84,AnswerBText,"![A regular, five sided shape]()",MisconceptionBId,2569.0
1335,Express one quantity as a fraction of another. Simplifying Fractions. Write \( 16 \) over \( 28 \) as a fraction in its simplest terms.,Express one quantity as a fraction of another,Simplifying Fractions,Write \( 16 \) over \( 28 \) as a fraction in its simplest terms.,D,402,227,AnswerBText,\( \frac{1}{13} \),MisconceptionBId,2078.0
1339,"Use angles around a point to form and solve algebraic equations. Basic Angle Facts (straight line, opposite, around a point, etc). Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20]()",Use angles around a point to form and solve algebraic equations,"Basic Angle Facts (straight line, opposite, around a point, etc)",Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20](),A,1746,181,AnswerBText,\( 2 f-20=180 \),MisconceptionBId,2266.0
1341,"Label angles using correct 3-letter notation (e.g. angle ADB). Types, Naming and Estimating. Which of the following correctly describes the marked angle? ![An image of square ABCE. D lies 1/3 from C on the line CE and is connected to A by a line. Attached to the square at line CE is a pentagon CEFGH. G is connected to C and E by lines. The angle highlighted is the interior angle at G.]()",Label angles using correct 3-letter notation (e.g. angle ADB),"Types, Naming and Estimating",Which of the following correctly describes the marked angle? ![An image of square ABCE. D lies 1/3 from C on the line CE and is connected to A by a line. Attached to the square at line CE is a pentagon CEFGH. G is connected to C and E by lines. The angle highlighted is the interior angle at G.](),D,1662,73,AnswerBText,\( \mathrm{GFH} \),MisconceptionBId,1906.0
1342,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object. Reflection. A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?","Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?",D,2651,92,AnswerBText,"\( (-4,-4) \)",MisconceptionBId,282.0
1343,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division. BIDMAS. \( 12 \div 2+1 \times 2= \)","Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 12 \div 2+1 \times 2= \),D,854,33,AnswerBText,\( 3 \),MisconceptionBId,15.0
1345,"Subtract proper fractions with different denominators which do not share a common factor. Adding and Subtracting Fractions. \(
\frac{3}{4}-\frac{1}{3}=\frac{\bigstar}{12}
\)
What should replace the star?",Subtract proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"\(
\frac{3}{4}-\frac{1}{3}=\frac{\bigstar}{12}
\)
What should replace the star?",A,435,230,AnswerBText,\( 2 \),MisconceptionBId,907.0
1346,"Identify when rounding a calculation will give an over or under approximation. Estimation. Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",Identify when rounding a calculation will give an over or under approximation,Estimation,"Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",A,3192,216,AnswerBText,Only Katie,MisconceptionBId,1869.0
1347,"Calculate the mean from a frequency table. Averages and Range from Frequency Table. This table shows the ages of people on a university running team.
To calculate the mean age, what is the most sensible heading for the third column? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}",Calculate the mean from a frequency table,Averages and Range from Frequency Table,"This table shows the ages of people on a university running team.
To calculate the mean age, what is the most sensible heading for the third column? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}",C,2790,340,AnswerBText,Age - Frequency,MisconceptionBId,997.0
1348,"Identify triangular numbers. Other Sequences. \( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",Identify triangular numbers,Other Sequences,"\( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",D,329,173,AnswerBText,The Fibonacci numbers,MisconceptionBId,2296.0
1349,"Manipulate both equations so that they are in a form to be added or subtracted. Simultaneous Equations. Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",Manipulate both equations so that they are in a form to be added or subtracted,Simultaneous Equations,"Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",D,1445,63,AnswerBText,\( \begin{array}{l}6 l+9 m=13 \\ 6 l+8 m=17\end{array} \),MisconceptionBId,1268.0
1354,Solve a non-linear equation using a function machine. Function Machines. Which function machine will solve the equation \( x^{2}+5=14 ? \),Solve a non-linear equation using a function machine,Function Machines,Which function machine will solve the equation \( x^{2}+5=14 ? \),C,1509,649,AnswerBText,![A function machine showing 14 as the input then squaring and +5 to give the output](),MisconceptionBId,1214.0
1357,"Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms. Adding and Subtracting Algebraic Fractions. STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)","Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,"STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)",A,1624,1078,AnswerBText,\( \frac{9}{3}-\frac{2(3)}{3} \),MisconceptionBId,891.0
1358,Convert ratios to fractions. Writing Ratios. A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,Convert ratios to fractions,Writing Ratios,A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,C,706,334,AnswerBText,\( \frac{5}{6} \),MisconceptionBId,2262.0
1360,Identify equivalent fractions when presented as numbers. Equivalent Fractions. Which of the following fractions is equivalent to \( \frac{9}{12} \) ?,Identify equivalent fractions when presented as numbers,Equivalent Fractions,Which of the following fractions is equivalent to \( \frac{9}{12} \) ?,A,409,226,AnswerBText,\( \frac{2}{3} \),MisconceptionBId,848.0
1361,"Understand the non-commutativity of subtraction. Mental Addition and Subtraction. Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",Understand the non-commutativity of subtraction,Mental Addition and Subtraction,"Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",D,99,203,AnswerBText,Miran is incorrect because subtraction is commutative,MisconceptionBId,186.0
1362,"Represent a linear inequality with a single tail on a numberline. Inequalities on Number Lines. Which inequality is represented by the diagram? ![A number line with a hollow circle above -1with an arrow coming out of it over the numbers -2, -3, -4, -5 etc]()",Represent a linear inequality with a single tail on a numberline,Inequalities on Number Lines,"Which inequality is represented by the diagram? ![A number line with a hollow circle above -1with an arrow coming out of it over the numbers -2, -3, -4, -5 etc]()",A,1030,165,AnswerBText,\( x \leq-1 \),MisconceptionBId,550.0
1363,"Find the volume scale factor of similar shapes given the length scale factor. Length, Area and Volume Scale Factors. ![Two cuboids. Cuboid P has width 5cm, and cuboid Q has width 15cm.]() Shape P and Shape Q are similar.

What is the volume scale factor to get from Shape \( P \) to Shape \( Q \) ?",Find the volume scale factor of similar shapes given the length scale factor,"Length, Area and Volume Scale Factors","![Two cuboids. Cuboid P has width 5cm, and cuboid Q has width 15cm.]() Shape P and Shape Q are similar.

What is the volume scale factor to get from Shape \( P \) to Shape \( Q \) ?",D,2642,273,AnswerBText,\( \times 6 \),MisconceptionBId,2531.0
1364,"Describe the properties of a rhombus. Properties of Quadrilaterals. \( A B C D \) is a rhombus.
Which lines must be perpendicular? ![Parallelogram with the vertices labelled A, B, C and D]()",Describe the properties of a rhombus,Properties of Quadrilaterals,"\( A B C D \) is a rhombus.
Which lines must be perpendicular? ![Parallelogram with the vertices labelled A, B, C and D]()",C,2391,88,AnswerBText,\( A B \) and \( D C \),MisconceptionBId,1917.0
1368,"Given a y value, find the corresponding x value from a non -linear graph. Quadratic Graphs-Others. What is the value of \( x \) when \( y=1 \) ?

Give your answer(s) to \( 1 \) decimal place ![A curved U shaped graph. There are 5 boxes between 0 and 1 on both axes. The graph goes through (-2, 1), (0,0), (2,1) and (4,4).]()","Given a y value, find the corresponding x value from a non -linear graph",Quadratic Graphs-Others,"What is the value of \( x \) when \( y=1 \) ?

Give your answer(s) to \( 1 \) decimal place ![A curved U shaped graph. There are 5 boxes between 0 and 1 on both axes. The graph goes through (-2, 1), (0,0), (2,1) and (4,4).]()",D,3441,1171,AnswerBText,\( x=2 \),MisconceptionBId,1036.0
1369,Assign probabilities to single events using fractions. Probability of Single Events. There are \( 4 \) red balls and \( 3 \) yellow balls in a cup. ![The image shows the cup with the 4 red balls and 3 yellow balls.]() What is the probability of picking a red ball?,Assign probabilities to single events using fractions,Probability of Single Events,There are \( 4 \) red balls and \( 3 \) yellow balls in a cup. ![The image shows the cup with the 4 red balls and 3 yellow balls.]() What is the probability of picking a red ball?,D,2948,111,AnswerBText,\( \frac{7}{4} \),MisconceptionBId,289.0
1370,Recognise a linear graph from its shape. Straight Line Graphs-Others. Which of the following is most likely to be the graph of a linear function?,Recognise a linear graph from its shape,Straight Line Graphs-Others,Which of the following is most likely to be the graph of a linear function?,C,3180,1170,AnswerBText,"![A graph that starts in the top left, drops steeply down as you move right, briefly levels off, then steeply up back to the same level as the starting point, forming a symmetrical U shape.]()",MisconceptionBId,1456.0
1373,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression. Expanding Single Brackets. Multiply out the brackets: \( -3(m-2) \),Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,Multiply out the brackets: \( -3(m-2) \),D,1403,50,AnswerBText,\( -3 m-6 \),MisconceptionBId,1597.0
1374,"Complete the square for expressions that end up in the form (x + a)² + b. Completing the Square. \[
x^{2}-5 x+8 \equiv(x-b)^{2}+1.75
\]
What is the value of \( b \) ?",Complete the square for expressions that end up in the form (x + a)² + b,Completing the Square,"\[
x^{2}-5 x+8 \equiv(x-b)^{2}+1.75
\]
What is the value of \( b \) ?",D,1439,256,AnswerBText,\( 6.25 \),MisconceptionBId,1235.0
1375,"Round decimals to the nearest whole number. Estimation. Jane measures the length and width of her rectangular classroom as \( 9.1 \mathrm{~m} \) and \( 11.7 \mathrm{~m} \).
Which calculation will give the best estimate of the area?",Round decimals to the nearest whole number,Estimation,"Jane measures the length and width of her rectangular classroom as \( 9.1 \mathrm{~m} \) and \( 11.7 \mathrm{~m} \).
Which calculation will give the best estimate of the area?",C,216,216,AnswerBText,\( 9 \times 11 \),MisconceptionBId,1379.0
1377,Express pictorial representations of objects as a ratio. Writing Ratios. What is the ratio of rectangles to circles? ![A diagram showing 5 blue rectangles and 4 red circles](),Express pictorial representations of objects as a ratio,Writing Ratios,What is the ratio of rectangles to circles? ![A diagram showing 5 blue rectangles and 4 red circles](),C,703,334,AnswerBText,\( 4: 5 \),MisconceptionBId,105.0
1378,Understand inequality notation. Inequalities on Number Lines. Which of these statements show that \( \mathrm{j} \) is smaller than \( 5 \) ?,Understand inequality notation,Inequalities on Number Lines,Which of these statements show that \( \mathrm{j} \) is smaller than \( 5 \) ?,A,3032,165,AnswerBText,\( j=5 \),MisconceptionBId,1682.0
1379,"Substitute positive non-integer values into formulae involving powers or roots. Substitution into Formula. Calculate the time taken \( (t) \) for a a particle to travel with acceleration \( (a)=4.1 \mathrm{~ms}^{-2} \), initial velocity \( (u)=2.8 \mathrm{~ms}^{-1} \) and final velocity \( (v)=8.7 \mathrm{~ms}^{-1} \) \( t=\frac{1}{a}(v-u) \)",Substitute positive non-integer values into formulae involving powers or roots,Substitution into Formula,"Calculate the time taken \( (t) \) for a a particle to travel with acceleration \( (a)=4.1 \mathrm{~ms}^{-2} \), initial velocity \( (u)=2.8 \mathrm{~ms}^{-1} \) and final velocity \( (v)=8.7 \mathrm{~ms}^{-1} \) \( t=\frac{1}{a}(v-u) \)",D,3395,67,AnswerBText,\( \begin{array}{c}t=4.1 \times(8.7-2.8) \\ t=24.19\end{array} \),MisconceptionBId,1374.0
1380,"Recognise perpendicular lines. Parallel Lines. ![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a diagonal line, with a positive gradient of 1.5. EF is a vertical line measuring 3 units. GH is a diagonal line with a negative gradient of -4/6. IJ is a diagonal line with a negative gradient of -3. KL is a diagonal line with a positive gradient of 1/3. MN is a vertical line measuring 6 units. OP is a diagonal line with a positive gradient of 6/4.]() Which line segment is perpendicular to IJ?",Recognise perpendicular lines,Parallel Lines,"![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a diagonal line, with a positive gradient of 1.5. EF is a vertical line measuring 3 units. GH is a diagonal line with a negative gradient of -4/6. IJ is a diagonal line with a negative gradient of -3. KL is a diagonal line with a positive gradient of 1/3. MN is a vertical line measuring 6 units. OP is a diagonal line with a positive gradient of 6/4.]() Which line segment is perpendicular to IJ?",A,2355,262,AnswerBText,EF,MisconceptionBId,83.0
1382,Subtract proper fractions with different denominators which do not share a common factor. Adding and Subtracting Fractions. Work out: \( \frac{5}{7}-\frac{1}{4} \) Give your answer in the simplest form.,Subtract proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,Work out: \( \frac{5}{7}-\frac{1}{4} \) Give your answer in the simplest form.,C,435,230,AnswerBText,\( \frac{4}{3} \),MisconceptionBId,172.0
1384,Factorise a quadratic expression in the form x² - c. Difference of Two Squares. Which of the following answers shows a correct factorisation of the expression below? \( x^{2}-9 \),Factorise a quadratic expression in the form x² - c,Difference of Two Squares,Which of the following answers shows a correct factorisation of the expression below? \( x^{2}-9 \),A,1437,254,AnswerBText,\( x(x-9) \),MisconceptionBId,113.0
1385,Add proper fractions with different denominators which do not share a common factor. Adding and Subtracting Fractions. \( \frac{1}{3}+\frac{1}{4}+\frac{2}{3}+\frac{3}{4}= \),Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,\( \frac{1}{3}+\frac{1}{4}+\frac{2}{3}+\frac{3}{4}= \),C,427,230,AnswerBText,\( \frac{7}{14} \),MisconceptionBId,217.0
1390,Answer fraction problems that require the use of BIDMAS. BIDMAS. \( \frac{1}{3}+\frac{1}{2} \times \frac{1}{3}= \),Answer fraction problems that require the use of BIDMAS,BIDMAS,\( \frac{1}{3}+\frac{1}{2} \times \frac{1}{3}= \),A,457,33,AnswerBText,\( \frac{5}{18} \),MisconceptionBId,1507.0
1393,Perform subtraction calculations using standard form. Standard Form. \( \left(3 \times 10^{4}\right)-\left(2 \times 10^{5}\right)= \),Perform subtraction calculations using standard form,Standard Form,\( \left(3 \times 10^{4}\right)-\left(2 \times 10^{5}\right)= \),C,465,47,AnswerBText,\( 1 \times 10^{-1} \),MisconceptionBId,466.0
1396,"Convert fractions to two digit integer percentages. Converting between Fractions and Percentages. Complete the missing blank as a percentage:
\(
0.4=\frac{2}{5}< \_\_\_\_
\)",Convert fractions to two digit integer percentages,Converting between Fractions and Percentages,"Complete the missing blank as a percentage:
\(
0.4=\frac{2}{5}< \_\_\_\_
\)",C,371,238,AnswerBText,\( 20 \% \),MisconceptionBId,1880.0
1397,Multiply a decimal by an integer. Multiplying and Dividing with Decimals. \( 0.4 \times 5= \),Multiply a decimal by an integer,Multiplying and Dividing with Decimals,\( 0.4 \times 5= \),A,311,224,AnswerBText,\( 0.9 \),MisconceptionBId,1416.0
1399,"Recognise the angles around a point relationship. Basic Angle Facts (straight line, opposite, around a point, etc). What is the relationship between these two angles? ![\( \theta \)]()",Recognise the angles around a point relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)",What is the relationship between these two angles? ![\( \theta \)](),D,1740,181,AnswerBText,They are parallel,MisconceptionBId,114.0
1402,"Describe the meaning algebraic terms with no powers. Writing Expressions. Which statement correctly describes the following algebraic expression?
\(
3+a b
\)",Describe the meaning algebraic terms with no powers,Writing Expressions,"Which statement correctly describes the following algebraic expression?
\(
3+a b
\)",A,1269,70,AnswerBText,"""Add \( \mathrm{a} \) and \( \mathrm{b} \) then add three.""",MisconceptionBId,1900.0
1403,"Given the area of a trapezium, calculate a missing dimension. Area of Simple Shapes. The area of this trapezium is \( 45 \mathrm{~cm}^{2} \). What would the perpendicular height, \( h \), of the trapezium be? ![A trapezium with the parallel sides a and b labelled as 10cm and 5cm and the perpendicular height labelled with h]()","Given the area of a trapezium, calculate a missing dimension",Area of Simple Shapes,"The area of this trapezium is \( 45 \mathrm{~cm}^{2} \). What would the perpendicular height, \( h \), of the trapezium be? ![A trapezium with the parallel sides a and b labelled as 10cm and 5cm and the perpendicular height labelled with h]()",D,2585,75,AnswerBText,\( h=3 \mathrm{~cm} \),MisconceptionBId,2353.0
1404,"Calculate the cube of a number. Squares, Cubes, etc. \( 3^{3}=? \)",Calculate the cube of a number,"Squares, Cubes, etc",\( 3^{3}=? \),C,474,245,AnswerBText,\( 9 \),MisconceptionBId,1072.0
1405,"Recognise the equations of vertical lines from a diagram. Horizontal and Vertical Lines. What is the equation of this line? ![A graph showing a vertical line going through a number on the x axis. The number is one box to the right of -10, where there are 5 boxes between 0 and -10.]()",Recognise the equations of vertical lines from a diagram,Horizontal and Vertical Lines,"What is the equation of this line? ![A graph showing a vertical line going through a number on the x axis. The number is one box to the right of -10, where there are 5 boxes between 0 and -10.]()",C,921,258,AnswerBText,\( x=-9 \),MisconceptionBId,1415.0
1406,"Expand two brackets with linear terms in the form (ax + b)(cx + d). Expanding Double Brackets. Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the 2p in the first bracket and the -4 in the second bracket.]()",Expand two brackets with linear terms in the form (ax + b)(cx + d),Expanding Double Brackets,"Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the 2p in the first bracket and the -4 in the second bracket.]()",D,1410,51,AnswerBText,\( +8 p \),MisconceptionBId,974.0
1408,Express pictorial representations of objects as a ratio. Writing Ratios. ![A group of six squares and three circles]() What is the ratio of squares to circles?,Express pictorial representations of objects as a ratio,Writing Ratios,![A group of six squares and three circles]() What is the ratio of squares to circles?,C,703,334,AnswerBText,\( 6: 9 \),MisconceptionBId,1986.0
1409,"Understand the relationship between parts of a ratio. Writing Ratios. Kate and Isaac share some biscuits in the ratio \( 1: 4 \). Isaac has  \( _____ \) times as many biscuits as Kate.
What number completes the sentence?",Understand the relationship between parts of a ratio,Writing Ratios,"Kate and Isaac share some biscuits in the ratio \( 1: 4 \). Isaac has  \( _____ \) times as many biscuits as Kate.
What number completes the sentence?",A,3318,334,AnswerBText,\( 5 \),MisconceptionBId,498.0
1410,"Solve missing number problems involving the median. Averages (mean, median, mode) from a List of Data. The median of these four numbers is \( 5 \).
\(
\begin{array}{cccc}
3&12&1&?
\end{array}
\)
Find the value of the missing number.",Solve missing number problems involving the median,"Averages (mean, median, mode) from a List of Data","The median of these four numbers is \( 5 \).
\(
\begin{array}{cccc}
3&12&1&?
\end{array}
\)
Find the value of the missing number.",A,2765,102,AnswerBText,\( 4 \),MisconceptionBId,732.0
1412,Convert fractions less than 1 to terminating decimals of 3 or more decimal places. Converting between Fractions and Decimals. Convert \( \frac{97}{250} \) into a decimal,Convert fractions less than 1 to terminating decimals of 3 or more decimal places,Converting between Fractions and Decimals,Convert \( \frac{97}{250} \) into a decimal,D,364,237,AnswerBText,\( 0.97 \),MisconceptionBId,1715.0
1413,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units. Compound Area. What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The top rectangle is shaded red.]()","Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units",Compound Area,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The top rectangle is shaded red.]()",C,2600,179,AnswerBText,\( 78 \mathrm{~cm}^{2} \),MisconceptionBId,743.0
1414,"Understand the terms equilateral and regular, and recognise the notation for regular polygons. 2D Names and Properties of Shapes-Others. Tom and Katie are discussing regular polygons.
Tom says if all the angles are Katie says if all the sides are equal equal then the polygon must be length then the polygon must be regular regular
Who is correct?","Understand the terms equilateral and regular, and recognise the notation for regular polygons",2D Names and Properties of Shapes-Others,"Tom and Katie are discussing regular polygons.
Tom says if all the angles are Katie says if all the sides are equal equal then the polygon must be length then the polygon must be regular regular
Who is correct?",D,3207,1213,AnswerBText,Only Katie,MisconceptionBId,294.0
1415,Convert fractions to percentages containing 1 decimal place. Converting between Fractions and Percentages. What is \( \frac{17}{40} \) written as a percentage?,Convert fractions to percentages containing 1 decimal place,Converting between Fractions and Percentages,What is \( \frac{17}{40} \) written as a percentage?,C,373,238,AnswerBText,\( 68 \% \),MisconceptionBId,2361.0
1416,"Construct a pictogram involving fractions of symbols. Pictogram. This pictogram shows the different types of music Bob has in his music collection.
Bob has \( 2 \) rave CDs.

How would he display this on the pictogram? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",Construct a pictogram involving fractions of symbols,Pictogram,"This pictogram shows the different types of music Bob has in his music collection.
Bob has \( 2 \) rave CDs.

How would he display this on the pictogram? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",C,2861,108,AnswerBText,![\( 00 \)](),MisconceptionBId,1310.0
1419,"Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one. Sequences-Others. What is the 7th pattern in this sequence? ![Three consecutive patterns in a sequence. The first pattern is 1 orange square. The second pattern is 3 orange squares arranged as an incomplete rectangle of base 2 and height 2, with the top left orange square missing. The third pattern is 5 orange squares arranged as an incomplete rectangle of base 3 and height 2, with the top left orange square missing.]()",Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,Sequences-Others,"What is the 7th pattern in this sequence? ![Three consecutive patterns in a sequence. The first pattern is 1 orange square. The second pattern is 3 orange squares arranged as an incomplete rectangle of base 2 and height 2, with the top left orange square missing. The third pattern is 5 orange squares arranged as an incomplete rectangle of base 3 and height 2, with the top left orange square missing.]()",D,1137,1173,AnswerBText,"![9 orange squares arranged as an incomplete rectangle of base 5 and height 2, with the top left orange square missing.]()",MisconceptionBId,713.0
1420,"Find another power of 10 more than a given number. Place Value. What number is \( 10,000 \) more than \( 298,603 \) ?",Find another power of 10 more than a given number,Place Value,"What number is \( 10,000 \) more than \( 298,603 \) ?",D,48,202,AnswerBText,"\( 2,986,030,000 \)",MisconceptionBId,126.0
1422,"Calculate coordinates of points on the graph of y = ax, where x is a positive non-integer. Graphs of Exponentials and Other Powers of x. This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{8}^{\boldsymbol{x}} \) \begin{tabular}{|l|c|}
\hline\( x \) & \( \frac{1}{3} \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?","Calculate coordinates of points on the graph of y = ax, where x is a positive non-integer",Graphs of Exponentials and Other Powers of x,"This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{8}^{\boldsymbol{x}} \) \begin{tabular}{|l|c|}
\hline\( x \) & \( \frac{1}{3} \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",C,1596,160,AnswerBText,\( \sqrt{8} \),MisconceptionBId,279.0
1423,"Write numbers between 0 and 1 in standard form. Standard Form. Write the following number in standard form:
\[
0.0003001
\]",Write numbers between 0 and 1 in standard form,Standard Form,"Write the following number in standard form:
\[
0.0003001
\]",C,461,47,AnswerBText,\( 3.1 \times 10^{-4} \),MisconceptionBId,702.0
1425,Recognise the equations of vertical lines from a diagram. Horizontal and Vertical Lines. ![A set of axes with a vertical line going through 3 on the x axis]() What is the equation of this line?,Recognise the equations of vertical lines from a diagram,Horizontal and Vertical Lines,![A set of axes with a vertical line going through 3 on the x axis]() What is the equation of this line?,A,921,258,AnswerBText,\( y=3 \),MisconceptionBId,2113.0
1426,"Identify a unit of length. Volume and Capacity Units. George has answered a question on perimeter and worked out an answer of \( 310 \).

Behind the star he has written the units that he used.

Which of the following units is definitely wrong? \( 310 \color{yellow} \bigstar\)",Identify a unit of length,Volume and Capacity Units,"George has answered a question on perimeter and worked out an answer of \( 310 \).

Behind the star he has written the units that he used.

Which of the following units is definitely wrong? \( 310 \color{yellow} \bigstar\)",D,2012,197,AnswerBText,\(mm \),MisconceptionBId,1167.0
1427,"Solve one-step linear equations requiring addition or subtraction, with all positive integers. Linear Equations. Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()","Solve one-step linear equations requiring addition or subtraction, with all positive integers",Linear Equations,"Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()",D,1458,64,AnswerBText,\( \times 7 \),MisconceptionBId,520.0
1429,"Use a bar model to express a ratio problem. Sharing in a Ratio. Tom and Katie share \( £ 30 \) in the ratio \( 3\;: 2 \).
Which of the following diagrams best represents this situation?",Use a bar model to express a ratio problem,Sharing in a Ratio,"Tom and Katie share \( £ 30 \) in the ratio \( 3\;: 2 \).
Which of the following diagrams best represents this situation?",C,3222,241,AnswerBText,"![A pink bar split into 3 blocks, and below it a shorter blue bar split into 2 blocks. All the blocks are the same size. The difference in length between the pink bar and the blue bar is labelled £30.]()",MisconceptionBId,1371.0
